text,source,language,sentiment_label,sentiment_score
Jai bharat mata..ishwar humare deshwashiyon ki rakshha kren🙏,youtube,sw,POSITIVE,0.35150283575057983
Opration ka name mujhe Bahut pasand aya,youtube,id,NEGATIVE,0.38753849267959595
शुभांकर जी आप अच्छी तरह से बताते हैं मुझे आपकी हर न्यूज़ अच्छी लगती है जय हिंद,youtube,hi,POSITIVE,0.3507666289806366
"Dil ko sukoon mila😌❤️
Jay hind , jay jawan🇮🇳💪",youtube,so,POSITIVE,0.28431692719459534
"Jai hind, very very thanks",youtube,en,POSITIVE,0.690688967704773
This is the power of india❤❤❤❤,youtube,en,POSITIVE,0.7329328060150146
Love form Nepal 🇳🇵🇳🇵,youtube,en,POSITIVE,0.5498676896095276
Maza aaa giya shubo shubo news shun k ....love you modi ji from arunachal pradesh ❤,youtube,sw,POSITIVE,0.5256436467170715
Proud of you indian army india ke sabhi army officers ko salute h mahadev sabhi army officers ko safe rakhe ❤❤,youtube,en,POSITIVE,0.7338947653770447
Mai to bhut bahut bahut bahut bahut bahut bahut bahut bahut bahut bahut bahut khush hu  aaj dil ko sun mil rha hai,youtube,id,NEGATIVE,0.3153533935546875
रोज सुबह सुबह मोबाइल खोल के देखते थे कि कब पाकिस्तान पर हमला हो रहा हैं आज सुबह सुबह अच्छा न्यूज मिल ही गया। जय हिंद,youtube,hi,NEGATIVE,0.2812466025352478
"याचना नहीं अब रण होगा।।
वीर भोग्य वसुंधरा ।।  जय भवानी 🚩
Indian Army 🇮🇳",youtube,hi,NEGATIVE,0.6166570782661438
"Legally Kashmir is not intergal part of India,
Pakistan or China. Kashmir is internationally
recognised disputed territory.. Kashmir
issue should be resolved according to the UN
resolutions ... REMOVING article 370 ... Does not
mean UN RESOLUTIONS HAVE BEEN ERASED",youtube,en,NEGATIVE,0.636825680732727
"Great work from indian Army, salute 🫡 we indian irrespective of religion always support indian Army ❤❤
Please News wale Sena parmukh ka picture bhi lagaye",youtube,en,POSITIVE,0.717033863067627
धर्मों रक्षति रक्षितः 🎉🎉🎉,youtube,hi,POSITIVE,0.4879627227783203
Kitna sukunn h iss wrd m bgwan lambi umr kre hmri army ko jay hind...,youtube,sw,NEGATIVE,0.424552321434021
Bhai jaan sab jhoot hai .. aap logu ko gumrah krr daite hai yeh 😂,youtube,id,NEGATIVE,0.46381089091300964
" @bhatsyed  Bahat jald sach bhi ho jayega . Wait & Watch , 😅",youtube,en,NEGATIVE,0.40725502371788025
 @bhatsyed  Apna khayal rakhnaa. Kashmir se jo ho tum 😃,youtube,so,NEGATIVE,0.237356498837471
Thanks bro,youtube,en,POSITIVE,0.36340153217315674
Jawab ma India ki Rafael samat ma chod Di international media ma wo bhi dakh na 😂,youtube,id,NEGATIVE,0.42734381556510925
​ @angrybirdgame7530  fir to jara ruko  or thora time😊,youtube,en,NEGATIVE,0.3009844720363617
​ @angrybirdgame7530 ja rusian news dekh  aur international news ka source dekh pak 😂 lol  wo 2021 ka crashed plane hain agar proof ho to de,youtube,en,NEGATIVE,0.6587767601013184
​ @angrybirdgame7530 😂😂kyu fake news faila rha hai be,youtube,cy,NEGATIVE,0.7263400554656982
Humari taraf say after 2019 2nd time love you kay PAF kay hathno Rafail ka bhi Satiyanas krva diya 😂😂😂😊,youtube,tl,NEGATIVE,0.2678612470626831
"Pakistan has gun down 5 Indian Jets.

Confirmed news",youtube,en,NEGATIVE,0.5877334475517273
Jaise ko waisa karke jabab sahi hai,youtube,sw,NEGATIVE,0.3673245310783386
"Arambh hai prachand 
Bolo mastakon ke jhundh aaj
Jang ki ghadi pr tum Guhar do 
Aaan baan shan ya ki jaan ka ho daan aaj ek dhanush ke baadh pr utar do 🙏🙏jai hind 
Indian army,navy ,airforce salute hai sbko jinhone hamare dekh ke liye operation sindoor jaisa mission successful kiya 
Hats off hai aaplogon ko",youtube,id,NEGATIVE,0.27018606662750244
Today we feel proud not just to be as an Indian but to have such a leader as Mr. Modi . Jay hind,youtube,en,POSITIVE,0.6140967607498169
हमारे वीर जवानों को सलाम। जय हिंद! 🇮🇳🇮🇳,youtube,hi,POSITIVE,0.567647397518158
क्या प्रस्तुति है भाई।,youtube,hi,POSITIVE,0.4459621012210846
Sindoor ki raksha toh hmari maa durga krti ha in logo ne hamare emotions k sath khela ha 😢 ajj rona aa gya dil ko sakun mil gya,youtube,so,NEGATIVE,0.40740805864334106
सच मे आज बहुत अच्छा लग रहा है हमारे देश के जवानो को जय हिंद 🇮🇳,youtube,hi,POSITIVE,0.5926132798194885
"You are doing right and honest work 
 Much more respect for Indian Government and Indian Armies 🙏🙏",youtube,en,POSITIVE,0.6202844977378845
Dil behlany ko  khyal acha hai.,youtube,so,NEGATIVE,0.27137231826782227
"मिश्रा जी, भारत का कभी कोई तोड़ नहीं जय जवान, जाय किसान, जय विज्ञान, 
जय हिंद, जय भारत
मिश्रा जी फुल फॉर्म में हो इंडिया आर्मी की तरह आप भी इस वीडियो में।",youtube,hi,NEGATIVE,0.31273841857910156
जय हिंद 🇮🇳 आज ये खराब सुनकर दिल को सुकून मिल गया। जय हिंद भारतीय सेना 🇮🇳❤️💪,youtube,hi,POSITIVE,0.37211573123931885
"दुश्मन अपने घर में है , नहीं तो भारत का कोई कुछ नहीं के सकता सर ❤
जय हिन्द जय भारत जय सेना 🇮🇳",youtube,hi,NEGATIVE,0.33497151732444763
Mast hai JAI HIND !!,youtube,en,NEGATIVE,0.6061374545097351
"Kya pela hai bhai... Meine rat ko he dekha live..... Dil khush ho gaya mera...❤❤❤❤
Ek like Indian aarmy ke liye ❤",youtube,id,NEGATIVE,0.22926802933216095
Salute Indian Army ❤,youtube,id,POSITIVE,0.5889387130737305
Itne time se news sun rhi hu..pr ye aj tk ki sb se behtr news hai ...mn ke sth sth dil bhi khush ho gya,youtube,id,NEGATIVE,0.40443727374076843
Har Har Mahadev 🕉️🙏🙏 From nepal 🇳🇵,youtube,sv,POSITIVE,0.3568342328071594
"""भारत माता की जय"" 🙏🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳
थोड़ा सुकून मिला , मुझे गर्व है अपने भारतीय सेना पर 💪❤",youtube,hi,POSITIVE,0.41018423438072205
दुश्मन सिर्फ बाहर ही नही हैं देश के अंदर भी हैं ये बात ना भूले😡😡😡,youtube,hi,NEGATIVE,0.5520733594894409
ॐ नमः पार्वती पतये ❤️ हर-हर महादेव 🙏🕉️🔱🇮🇳🇮🇳🇮🇳,youtube,mr,POSITIVE,0.5712524652481079
"Pakistan has gun down 5 Indian Jets.

Confirmed news",youtube,en,NEGATIVE,0.5877334475517273
 @ABULFAZLEnterprises 😂,youtube,fr,POSITIVE,0.31408366560935974
Maa kasam jisne like subscribe nahi kiya wo pakka exam May fail hoga 😢😢,youtube,sw,NEGATIVE,0.43933767080307007
Jay hind🙏🏼,youtube,so,POSITIVE,0.32227233052253723
Ab mithai bant😂😂😂😂😂,youtube,cy,POSITIVE,0.24266360700130463
"Ha bhi Kya Pela ha Pakistan ne 😂
5 jets gira daale Tere baap Pakistan ne aur line of control per white flag bhi dikha Raha hai India 😂😂",youtube,id,NEGATIVE,0.6859471201896667
@MuhammadImran-w7c  hahahaha,youtube,so,POSITIVE,0.3362082839012146
6_0 😂,youtube,unknown,NEGATIVE,0.2959280014038086
5 saal ki masoom bachi shaheed ki tm logo ny 2 ur choty bachy shaheed hwe tm log isy bahadori khty ho buzdill kayar fouj ur kayar airforce ha india ki sharam kro choti bachi ko mar k khush ho rhy ho,youtube,so,NEGATIVE,0.49996232986450195
Laxxmiii g aoke news wale sabse bare jhooteh hain😂😂😂😂,youtube,so,POSITIVE,0.24389447271823883
Maa kasam jisne like subscribe nahi kiya wo pakka exam May fail hoga 😢😢😅,youtube,so,NEGATIVE,0.43933767080307007
Yes 😢,youtube,fr,POSITIVE,0.43727123737335205
" @roshanugale655  Hindu rashtra wale Nepal jaao .
# Boycott Andhbhakt #",youtube,et,NEGATIVE,0.6896353960037231
I will pray for India to win the victory 🗣️,youtube,en,POSITIVE,0.6402341723442078
भारतीय एकता जिंदाबाद,youtube,hi,POSITIVE,0.27768704295158386
"""Operation Sindoor"" Naam se hi pata chal raha hey ki ye un sabhi mahilao ke jakhmo par marham hey jinki jindegi pehelgam humle mey tabah hui thi jai Hind jai Bharat Radhey Krishna 🙏",youtube,id,NEGATIVE,0.428309828042984
इस टाइम हम सबको भारत के जवानों का हौसला बढाना चाहिए। जय हिंद 🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳,youtube,hi,POSITIVE,0.36389338970184326
As I'm a Muslim but I support India..... why Pakistan had attacked the tourists ..... shame on Pakistan..,youtube,en,NEGATIVE,0.3978513777256012
Good morning guys 😊Badla Pura hua😢 Hindustan jindabad❤❤,youtube,id,POSITIVE,0.45170313119888306
बहुत बढ़िया ऐसा हुआ है तो ऐसा होना ही चाहिए था सान्दार रिपोर्ट 👌🇮🇳जय हिन्द 🇮🇳 जय भारत 🇮🇳👍,youtube,hi,NEGATIVE,0.3725751042366028
"जंग शुरू हुई है तो जीत पक्की हैं हिंदुस्तान की ।जो भी हिंदुस्तान से टकराएगा ,चूर चूर हो जाएगा 😊😊 जय हिंद ❤❤",youtube,hi,NEGATIVE,0.6997827291488647
करेंगे हर मैदान फतह ❤ जय हिंद की सेना है ये 🫡🫡🫡🫡 सभी वीर जवानों को,youtube,hi,POSITIVE,0.5687947273254395
Goosebumps 🔥.....🇮🇳 Jai Hind Jai Bharat,youtube,id,POSITIVE,0.23743067681789398
भारतीय सेना जिंदाबाद।।,youtube,hi,NEUTRAL,0.24433180689811707
Kya sukun mila news sun k .... solider ko salam hai ❤❤ jai Hind,youtube,id,NEGATIVE,0.4198477268218994
PM Modi ki Jai from Arunachal Pradesh,youtube,id,POSITIVE,0.2562422454357147
"7:56 best gesture ever sir, nikal liye. Jai Hind❤",youtube,af,POSITIVE,0.8988498449325562
"ऑपरेशन सिंदूर चला वीरों ने काम किया,
दुश्मन के गढ़ में घुसकर नाम किया।
माँ के आँचल की खातिर प्राण लुटा दिए,
भारत माँ के लालों ने इतिहास रचा दिए।",youtube,hi,POSITIVE,0.2965889573097229
Kitna sukoon mila hoga un parivaro ko jinhone apno ko khoya h hum sabhi sath hai,youtube,tl,NEGATIVE,0.3126428425312042
Vande Mataram,youtube,ca,NEGATIVE,0.47153428196907043
"हर दिल में एक जूनून है, कुछ अलग सा रंग,
भारत की मिट्टी में बसी है जीवन की उमंग।
हाम पाकिस्तान को इतिहास के पन्नों से गायब कर देंगे l जय हिन्द
Oparation सिंदूर 🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳",youtube,hi,NEGATIVE,0.22131803631782532
love you from Afghanistan 🇦🇫❤🇮🇳,youtube,en,POSITIVE,0.7791644930839539
Kya great naam rakhaa h naam sunke hi dil khoosh ho gayaa aankh me aasu aa gae great job modi ji izzat bad gai aapki,youtube,so,POSITIVE,0.4398448169231415
😂😂par modi to aapas me ladai karwa raha hai😂😂,youtube,id,NEUTRAL,0.26884350180625916
@ShauPatel  nhi aps me ladi nhi ..,youtube,id,NEGATIVE,0.2738519012928009
@ShauPatel  it's not batter for India,youtube,en,NEGATIVE,0.4438530206680298
"Jake dekh 5 fighter jets gir gae😂
Nalle pilots",youtube,no,POSITIVE,0.3987876772880554
"Apny 5 costly jet tabaa hony ki news bhi dekh ly, sukun tabaa ho jay ga, India nahi pakistani channel dekh, India to dekhay ga nhi apni har ki news",youtube,id,NEGATIVE,0.3033268451690674
Abhay loray news dekh iski BAAT naa sun tumnay to apna janda bii lehraa diya ha white 😂😂😂😂😂 abhi say hii haar gay ho,youtube,so,NEGATIVE,0.532792329788208
" @mubashirmalik9030  samne se aa k lado tb na btayenge ......abhi or News dekhna baki h pakistan ko, pakistan ek kayer desh h isliye piche se waar krta h samne se aa k  dekh lo hum Indian kashmir ki border v paar nhi krne denge wo to piche se waar krte ho,",youtube,af,NEGATIVE,0.5045577883720398
 @usmanyasin1138  wo v kayer log ki trh 🤣🤣 samne se lado tb na,youtube,tl,NEGATIVE,0.37231016159057617
 @Bhartivishwakrma_541  Pakistan zindabad ❣️ ap Koch nhi kr sky hum ne apky 5 tyare giryae 😂,youtube,sv,NEGATIVE,0.46493491530418396
 @ZaidBhatti-d8u ja baad me comment krna pahle roti pani dhundle apne liye😂😂😂😂,youtube,sq,NEGATIVE,0.39372581243515015
 @Bhartivishwakrma_541  Pakistan zindabad ❣️❤️❤️❤️,youtube,id,NEGATIVE,0.3393690586090088
 @ZaidBhatti-d8u 😂😂😂😂😂😂😂😂😂😂,youtube,it,POSITIVE,0.30066004395484924
 @ZaidBhatti-d8u ye sb chhodo achha ek baat btao bhai jo bina glti ke log mare gaye unko leke kya tumko thodi bhi dya ya sharam nahi aati aap log aisa krte ho agar koi aapke ya aapke parivar ke satb aisa kre to aapko kya achha lgega,youtube,so,NEGATIVE,0.39257439970970154
 @ZaidBhatti-d8u roti pani dhundne chala gya ke😂😂😂😂😂,youtube,sw,NEGATIVE,0.2680804133415222
 @ZaidBhatti-d8u  https://youtube.com/shorts/P8-S6e780y4?si=d9t4rou79bXy6oq3,youtube,it,NEGATIVE,0.22968077659606934
 @Bhartivishwakrma_541  Dekho Behan hame Bhi dukh Hain ye sb Apki awam ka lekin Kya prof Hai ke ye sb Pakistan ne Kiya Apki who fuj 1 lakh kider Thi.  Koi Bhi msla ho ap log Pakistan ka name lety hu sham on you.       Pakistan zindabad ❣️ Pakistan bilawaja kisi se nhi bhirta ap log deshtgardi krte hu,youtube,sw,NEGATIVE,0.6837469935417175
 @Bhartivishwakrma_541  Dekho hamaray pas sb Koch Hain apky pas ruti pani ka msla lgta Hai washroom Ki kami Hai apky pas pehly washroom dhondh lo phir bat krna 🤣🤣😂🤣,youtube,id,NEGATIVE,0.5352103114128113
 @ZaidBhatti-d8u bhai itni badi jung aise hi to ni chhedi hogi itna to aapko kya bhi smjh skte ho bina glti ke kyu ldai ladenge hum pakistan hamle krta hai or sarif bachcha banke dikhata h fir,youtube,id,NEGATIVE,0.5443984270095825
 @Bhartivishwakrma_541  ap sirf jhot Bol skty hu media pr hi bhonk skty hu Pakistan ke khilaf. Lekin Yad rkhna Pakistan apko dafan krde denga hamesha ke Liye Pakistan zindabad ❣️,youtube,id,NEGATIVE,0.5713324546813965
⁠ @ZaidBhatti-d8u 😂😂😂😂😂😂bhai isliye to daya aati h tumpar roti ka intezaam ho nahi raha bharat ko dafan krne ke sapne dekhne chale bechare😂😂😂 ja jaan bachale apni bachai jati h to😂😂😂,youtube,id,NEGATIVE,0.41631147265434265
 @Bhartivishwakrma_541  hum Apki ye bakwas KO enjoy krty Hain bs 😂🤣🤣,youtube,sw,POSITIVE,0.32807061076164246
 @Bhartivishwakrma_541  Etni himat nhi ap main ke ap Pakistan KO target kre ager humny apny mizail chla diye to ap to ap tabha ho jau gen Jan is Liye ap rat KO aty hu din KO nhi phir Bhi Koch nhi ho ska sham on you 😂🤣🤣🤣🤣🤣,youtube,id,NEGATIVE,0.5361441373825073
⁠ @ZaidBhatti-d8u 😂😂😂😂😂😂😂😂 mizail baad me chalana pahle roti pani ka inteezaam krle bhai or pta to tumhe bhi h apni gidadgiri ka😂😂kyu bezzat hone ko comment kre jare ho😂😂😂,youtube,id,NEGATIVE,0.43954065442085266
Meri Jan roti pani ka msla nhi Hai ager kehty ap ap a jau mery pas main inzam kr ke btadu Ga apko phir Kabhi roti pani ka name nhi logo Pakistan ke 😂😂🤣,youtube,id,NEGATIVE,0.5281893014907837
 @Bhartivishwakrma_541  Ap log sirf roti pani ke Pichy pre Hoye ho Kya Howa ghr main nhi Mila Raha apko Koch 😂🤣,youtube,en,NEGATIVE,0.3591216504573822
 @ZaidBhatti-d8u yahi to haqiqat h tumhare islam ki pahle mujhe bahan bola ab jaan😂😂😂 tum apni ma ko chhodte ho na bahan ko or baat krte ho gyan ki😂😂😂😂😂,youtube,so,NEGATIVE,0.48106828331947327
 @ZaidBhatti-d8u thodi to izzat ka khayal rakh apni taki aaine me khud se nazar mila sake tu😂😂😂,youtube,hr,NEGATIVE,0.30726608633995056
 @Bhartivishwakrma_541  ap log kis kis KO pojty hu hame koi farq nhi prta hum ne apko Koch nhi Kaha.    Hum apny Allah Ki ibadat krte Hain sb se pehly mazhab Ata Hai    is Kabhi ap Jung Ki bat krte hu phir mazhab pr a jate Hain kesy jhot  log ho ap  hum Apki ye batu KO  aisy Hawa main uda dety apko Koch nhi smjhty,youtube,id,NEGATIVE,0.5222097039222717
 @ZaidBhatti-d8u meri trf se khud bhi hawa me udja or apne allah ko zrur uda liye sath m wo bechara kbhi ni uda hoga😂😂😂😂,youtube,id,NEGATIVE,0.48090898990631104
 @Bhartivishwakrma_541  Kabhi gober khate Kabhi ghy ka pishab pity hu or. Ghy ka pishab piny wale hame bate krte Hain yr 😂😂🤣🤣🤣🤣🤣,youtube,sw,NEGATIVE,0.4849788248538971
 @Bhartivishwakrma_541     Allah ho akber Allah sab se bara Hai apko apko Hidayat de.,youtube,id,NEGATIVE,0.5047903060913086
 @ZaidBhatti-d8u jai shree raam jai bajranbali hanuman🕉️🚩🚩bhagwan tujhe sudh budhhi de or achhe karam krne ki trf trra dhiyan lgaye taki tujhe hindu dharam prapt ho❤jai shree raam,youtube,id,NEGATIVE,0.3144274652004242
Kash har musalman ka sach tumhare jaise hote,youtube,sw,NEGATIVE,0.30291709303855896
Kro kro proud haha India k 4 jet or 1 drone Meri Army ne urra diye hein haha Bola tha Bap Sy pnga nai leny ka.. PAKISTAN ZINDABAD ❤😎,youtube,id,NEGATIVE,0.6218812465667725
Jai Hind Jai Bharat,youtube,id,NEUTRAL,0.26472005248069763
Thanks faujiya ji,youtube,sw,POSITIVE,0.48535358905792236
​ @InspireFlix360  kya mjk hai tum apni news per or army per bharosa krte ho o to her bar jhooth bolti hai succhai kya h sabko pta jao international news bhi dekh lo bewakoofo,youtube,id,NEGATIVE,0.41583195328712463
​​ @InspireFlix360  jo tumne likha hai woh tumhare Bajat or Aukat dono ke bahar ki chiz hai 😂 4 jet or ek droon 😂😂😂😂 nice joke,youtube,sl,NEGATIVE,0.4895983636379242
Proud of Indian ❤,youtube,en,POSITIVE,0.7263469696044922
"Salute mere veer jawano....
Bhagwan mere indian army veer jawano ki hmesha raksha krna",youtube,af,POSITIVE,0.4477543532848358
"ॐ नमः पार्वती पतये, हर-हर महादेव 🕉️🇮🇳",youtube,mr,POSITIVE,0.5757725238800049
Aj ka din bahut sundar jayega...subhe uthte hi itni achchi Khabar...😊😊😊welldan indian army... jai hind🇮🇳🇮🇳🇮🇳,youtube,id,NEGATIVE,0.3587794601917267
Jay shree radhe Krishna 💗💗🚩🚩,youtube,sq,POSITIVE,0.30843183398246765
"Finally 1st level revenge ❌ justice ✅taken🎉
Jay Hind ❤",youtube,en,POSITIVE,0.5909467339515686
"“प्रहाराय सन्निहिता:, जयाय प्रशिक्षिता:” 

का अर्थ है
 हमला करने के लिए तैयार हैं और जीत के लिए पूरी तरह प्रशिक्षित हैं।

जय हिंद 🇮🇳🇮🇳 

धन्यवाद भारतीय सेना",youtube,hi,POSITIVE,0.3538433611392975
"सिंदूर सिर्फ नाम नही है हर हिंदू महिलाओं की सम्मान हैं,अभिमान हैं।",youtube,hi,NEGATIVE,0.5983837842941284
❤❤❤❤❤❤power💪 of India🇮🇳,youtube,en,POSITIVE,0.4220139980316162
Opration sindoor😢 kitna soch samjhkar naam rakha gaya 😢😢 salaam hai unko jisne ye naam rakha ❤❤❤🙏🙏👌👌🙋🙋🙋,youtube,so,NEGATIVE,0.3738847076892853
💗☺️🇮🇳इंडियन आर्मी जिंदाबाद हिंदुस्तान जिंदाबाद❤🙏🙏🇮🇳,youtube,mr,POSITIVE,0.24212157726287842
10:01 हमें छेड़ो मत... छेड़ोगे तो छोड़े नहीं जाओगे was epic😎👿🇮🇳🇮🇳...,youtube,hi,NEGATIVE,0.6072238683700562
झुकेगा नही झुका देगा मिटा देगा❤❤🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳,youtube,mr,NEGATIVE,0.6769847869873047
Great news..Jai hind Jai Bharat 🇮🇳🇮🇳🙋‍♀️ Kudos to our Indian Jawan n Indian government,youtube,en,POSITIVE,0.644198477268219
"🙏🏻🪷 राधा  राधा 🪷🙏🏻

ॐ कृष्णाय वासुदेवाय हरये परमात्मने ।
प्रणतः क्लेशनाशाय गोविंदाय नमो नमः ।।",youtube,hi,POSITIVE,0.4994008541107178
"9:47. यही तो इनमें और हम indians मे fark है।।। कि हम भारतीय किसी मासूम और बेगुनाहो की जान नही लेते है...आखिर वो लोग है। तो हमारे देश के ही 😢😢😢 
justice. ...जय हिंद जय भारत 🇮🇳🇮🇳🇮🇳🇮🇳",youtube,hi,NEGATIVE,0.5150288939476013
I am produt of india im with you india i love my india im wigh my indian soldiers ❤🙌,youtube,en,POSITIVE,0.7646899223327637
"Allah hu akbar, jai Hind jai Bharat 🇮🇳 dil ko sukun mila ❤",youtube,id,POSITIVE,0.5519180297851562
भारतीय_सैनिकों_को_मेरा_सलाम  🇮🇳,youtube,hi,POSITIVE,0.39773160219192505
यही समय है सही समय है हर भारतीय नागरिकों का कर्तव्य है कि वह उसका एक ही धर्म है वह है राष्ट्र धर्म सर्वोपरि है🇮🇳🇮🇳🙏 जय हिन्द🇮🇳🇮🇳❣️💐,youtube,hi,POSITIVE,0.6501018404960632
Me to raat se hi Khushi se pgl ho chuka hu,youtube,sw,NEGATIVE,0.35314810276031494
ye bi khabar dekh 5 jet jo tabah huve 😂😂😂😂😂😂😂,youtube,so,NEGATIVE,0.5351331830024719
​ @YuvrajShah-u3r teri khushi puri hogi tntn na le tjy tera asli bap yad aiga aj 😂😂😂😂,youtube,id,NEGATIVE,0.3656890094280243
Pakistan zinda Baad pak army zinda baad,youtube,id,NEGATIVE,0.6478808522224426
"​it not about losing soldier or fighter, our objective is finished, we pray for soldier if that jappan, we honor and admire their bravery. This is a message to Bangladesh too",youtube,en,POSITIVE,0.5987264513969421
 @TUFLEADER  kahena kya cha raha h?,youtube,sw,NEGATIVE,0.49638494849205017
​ @TUFLEADER jab fight hoti hai nauksan ve hota 🤬🤬🤬,youtube,fi,NEGATIVE,0.3326568007469177
Pakistan Zindabad 🇵🇰,youtube,id,NEGATIVE,0.34820184111595154
Jay hind​ @JamMuzamel ,youtube,sw,POSITIVE,0.2859906256198883
I love you 😉😉😉,youtube,es,POSITIVE,0.8701999187469482
​ @JamMuzamel Pakistan jinda bag😂,youtube,id,NEGATIVE,0.288804292678833
समझ जाओ भाई पाकिस्तान वालो हम युद्ध नहीं चाहते तुम भी शांति से रहो या हमें भी रहने दो हम अपने देश में बेहद खुश हैं...🙏 हम तुम्हारी तरह बेदिल नहीं हैं,youtube,hi,NEGATIVE,0.43147480487823486
Jawan 😂 k ma Behan ek ho gae ..6 jet mar dya,youtube,id,NEGATIVE,0.40967005491256714
True Muslim ❤,youtube,de,POSITIVE,0.5874326825141907
@Singhrajput-upsssc  bhai iinke wajah se ham sab log badnam the,youtube,id,NEGATIVE,0.37841296195983887
Dharm alg h sabse pehle apna desh h... or sacha deshbhakt bo h jo apne desh k sath khada h😊😊😊😊,youtube,id,NEGATIVE,0.2983874976634979
That is right,youtube,en,NEUTRAL,0.351004958152771
Mock exam bolke Main exam le liya 😂,youtube,so,POSITIVE,0.31643223762512207
As a indian muslim filling very proud ❤ 💪,youtube,en,POSITIVE,0.7576630115509033
Great sir you are the best ❤,youtube,en,POSITIVE,0.8862606883049011
Dil gardan garden ho gaya❤❤,youtube,so,POSITIVE,0.36438167095184326
सारे जहां से अच्छा हिंदुस्तान हमारा 🇮🇳🇮🇳 जय हिन्द 🇮🇳🇮🇳,youtube,hi,POSITIVE,0.4351879060268402
झुकेगा नहीँ झुकायेगा!!हारेगा नहींं हरायेगा!! मिटेगा नहीं मिटायेगा!! ❤,youtube,hi,NEGATIVE,0.8452117443084717
"Mere sasural me sab log army me hai....mere dada sasur g , papa g , chacha g , bhaiya , chhote baba , chhote chacha g 
...........
We are proud of these people 💪",youtube,en,POSITIVE,0.6583183407783508
Vande matram 🎉,youtube,pt,POSITIVE,0.2529039680957794
Subh subh dil khus ho gaya jiyo mere हिन्दुस्तानी  javan indian army❤,youtube,id,POSITIVE,0.31746721267700195
Finnally dil ko thandak pahuch rhi hai ❤ jay javan ❤,youtube,id,NEUTRAL,0.2570250332355499
Sindoor sunkar hi goosebumps aa gaye.  Thank u indian army❤,youtube,id,POSITIVE,0.4295453727245331
Proud of My 🇮🇳 🇮🇳 🇮🇳 ❤❤❤❤❤❤❤❤❤,youtube,en,POSITIVE,0.8117958307266235
"Operation Sindoor🎯🔥!!
जय हिन्द की सेना !हमें अपने सेना पर गर्व है !जय हिन्द!भारत माता की जय 🙏🙏🇮🇳♥️!",youtube,hi,POSITIVE,0.6704019904136658
धर्मो रक्षती रक्षित: 🙏🙏,youtube,hi,POSITIVE,0.3608001470565796
"humhe bhartiya hone pr gharv hai....
Jai hind  Jai bharat",youtube,id,NEGATIVE,0.37296414375305176
5 indian jets destroyed😮😮very expensive sindoor😂😂,youtube,en,POSITIVE,0.37969937920570374
Unhone socha india mein siren 🚨 bjega .. unke vahan hi bj gya 🤩 mazza aa gya .... Jai hind. ❤,youtube,id,NEGATIVE,0.532880961894989
ये तो अभी सिंदूर भरा है पाकिस्तान के अभी तो पाकिस्तान के एक बच्चा भी पैदा होगा जिसका नाम बलूचिस्तान ⚔️⚔️🤞🇮🇳🙏,youtube,hi,NEGATIVE,0.4265720844268799
देश पर जब जब कोई संकट आया है तो उससे उबारने का काम जवान और किसान हमेशा से करते आए हैं किसान और जवान अभी भी उसी तरह बिना किसी लोभ के कार्य करते हैं पर अफसोस यदि नेता लोग भी अपनी जिम्मेदारी को बख़ूबी निभाए तो देश की तरक्की दिन रात हो। हमारी तरफ से सभी बहादुर सैनिकों को ढेर सारा प्यार।जय हिंद 🙏🙏🙏🙏🙏,youtube,hi,POSITIVE,0.39285677671432495
Jai hind bro ❤,youtube,en,NEUTRAL,0.24550795555114746
Muslim like you are 💎,youtube,tr,POSITIVE,0.48721060156822205
@AkbdoJbjsks  jai hind 🥷,youtube,et,NEGATIVE,0.25292080640792847
 @legend-ph1pi  bro my grandfather was a Indian army my father is a Indian army my mother side uncle is a Indian army but some medical issues I'm not selected in Indian Army due to hand injury 💔✨🥷,youtube,en,NEUTRAL,0.2903797924518585
Jay hind🌷,youtube,so,POSITIVE,0.32227233052253723
" @jasimjasim3800  same on you 
Tumhare paigambar sahab bole hai apne desh ke parti wafa daar rahe chahe jaha bhi rahte ho bhul gyi kya",youtube,id,NEGATIVE,0.4305143654346466
 @jasimjasim3800  Tum Gyan mat do mujhe hamare Nabi sallallahu alaihi vasllam ne kaha tha ki tum Jahan bhi raho jis Desh mein raho Apne Desh ke prati Imaan rakho,youtube,id,NEGATIVE,0.3391663730144501
Pakistan Zindabad 🇵🇰,youtube,id,NEGATIVE,0.34820184111595154
khane Kai paisa toh hai nhi attack krne chal pdhe 🤣😂,youtube,id,NEGATIVE,0.5560753345489502
@Pratham_editz1 hahaha gio ka mot penay walay thumrAy pass hotay pisay to Tum log mot petay 😅,youtube,tl,NEGATIVE,0.6324257254600525
@JamMuzamel  news dekh le beta 7 jagah attack ho chuka ab dekho tum or kya kya Hota Hai,youtube,id,NEGATIVE,0.6102085709571838
Jai hind jai bharat,youtube,id,NEUTRAL,0.26472005248069763
Jai Hind 🇮🇳,youtube,de,NEUTRAL,0.24159999191761017
3rafal India ka dabah hoe gae,youtube,id,NEUTRAL,0.2743034362792969
​ @nitasahu1072 5fighter jet gir gae 😂😂,youtube,sq,POSITIVE,0.35933274030685425
